text,severity,category,source
"WAF Blocking SSL Transactions The Web Application Firewall (WAF) misconfigured SSL certificate validation led to the blocking of legitimate payment transactions, causing a significant degradation in service and rising customer complaints. Misconfigured WAF rules in Kubernetes cluster on AWS EKS triggered false positives on SSL certificate validation.",P2,security,synthetic_master
"API Key Rotation Failure in Payment Gateway Integration The API key rotation process failed, disrupting payment gateway integrations and causing some transactions to fail. Customer complaints began to rise as a result. A misconfiguration in the Kubernetes deployment caused the API key rotation job to fail, impacting the payment-gateway integration.",P2,security,synthetic_master
"Vault Seal Issue Affects Payment-Services A Vault seal issue was detected in the production environment, preventing the payment-service from reading secrets. This affected a small subset of users, but no revenue impact was observed. The Vault seal was triggered due to a misconfiguration in the Kubernetes cluster, causing the payment-service to lose access to secrets.",P3,security,synthetic_master
"AWS IAM AccessDenied Error on S3 An AWS IAM AccessDenied error occurred in the AWS WAF service, preventing the upload of transaction logs to S3. This affected a small subset of payment transactions. A misconfigured IAM policy led to an AccessDenied error when attempting to upload transaction logs to S3.",P3,security,synthetic_master
"SSL Certificate Expired for API Endpoint The SSL certificate for api.fintechflow.io expired, leading to a brief disruption in service. This affected a small subset of users but no revenue impact was observed. The SSL certificate for the API endpoint was not renewed in time, causing the service to fail requests from clients.",P3,security,synthetic_master
"WAF False Positive Blocks Payment Traffic A false positive from the WAF blocked legitimate payment traffic, impacting a small subset of users. Transactions were delayed due to SSL certificate misconfiguration. Misconfigured WAF rules triggered a false positive alert due to a recently updated SSL certificate.",P3,security,synthetic_master
"API Key Rotation Failed Payment-Gateway Integration During the API key rotation process, the payment-gateway integration failed, affecting a small subset of transactions in the production environment. The rotation script did not properly handle the state transition, leading to an unexpected failure in the payment-gateway integration.",P3,security,synthetic_master
"Vault Seal Error Affects Payment Service A Vault seal error was detected in the production environment, preventing the payment-service from reading necessary secrets. This affected approximately 0.5% of payment transactions. The Vault seal was triggered due to an unexpected high load on the Vault instance, causing the payment-service to lose access to secrets.",P3,security,synthetic_master
"AWS IAM AccessDenied Error Impacting S3 Logs Due to an AWS IAM policy issue, FinTechFlow's AWS WAF encountered an 'AccessDenied' error when attempting to upload transaction logs to S3, affecting a small subset of payment transactions. IAM policy misconfiguration allowed AWS WAF to access S3 but lacked the necessary 's3:PutObject' permission.",P3,security,synthetic_master
"SSL Certificate Expiry on API Gateway The SSL certificate for api.fintechflow.io expired, causing a security warning for a small subset of users. No payment transactions were directly impacted. The SSL certificate for the API gateway was not renewed in time, leading to a warning for users accessing the service.",P3,security,synthetic_master
"WAF False Positive Blocks Legitimate Traffic A false positive from the Web Application Firewall (WAF) blocked legitimate payment transactions due to an SSL certificate issue, affecting a small subset of users. The WAF misinterpreted a legitimate transaction request as a potential threat due to a recent change in SSL certificate configuration.",P3,security,synthetic_master
"API Key Rotation Issue API key rotation failed, causing payment transactions to be temporarily blocked for a small subset of users. The error appeared as a payment-gateway integration failure. A misconfigured Prometheus alert triggered a rotation that coincided with high transaction volume, leading to a failure in the payment-gateway integration.",P3,security,synthetic_master
